,station,date,tobs
0,USC00519397,2016-05-14,77.0
1,USC00519397,2016-05-15,78.0
2,USC00519397,2016-05-16,77.0
3,USC00519397,2016-05-17,78.0
4,USC00519397,2016-05-18,79.0
5,USC00519397,2016-05-19,78.0
6,USC00519397,2016-05-20,77.0
7,USC00519397,2016-05-21,76.0
8,USC00519397,2016-05-22,78.0
9,USC00519397,2016-05-23,79.0
10,USC00519397,2016-05-24,77.0
11,USC00519397,2016-05-25,77.0
12,USC00519397,2016-05-26,76.0
13,USC00519397,2016-05-27,79.0
14,USC00519397,2016-05-28,75.0
15,USC00519397,2016-05-29,73.0
16,USC00519397,2016-05-30,71.0
17,USC00519397,2016-05-31,74.0
18,USC00519397,2016-06-01,76.0
19,USC00519397,2016-06-02,71.0
20,USC00519397,2016-06-03,71.0
21,USC00519397,2016-06-04,74.0
22,USC00519397,2016-06-05,76.0
23,USC00519397,2016-06-06,78.0
24,USC00519397,2016-06-07,77.0
25,USC00519397,2016-06-08,77.0
26,USC00519397,2016-06-09,73.0
27,USC00519397,2016-06-10,77.0
28,USC00519397,2016-06-11,78.0
29,USC00519397,2016-06-12,78.0
30,USC00519397,2016-06-13,80.0
31,USC00519397,2016-06-14,79.0
32,USC00519397,2016-06-15,78.0
33,USC00519397,2016-06-16,77.0
34,USC00519397,2016-06-17,76.0
35,USC00519397,2016-06-18,77.0
36,USC00519397,2016-06-19,77.0
37,USC00519397,2016-06-20,78.0
38,USC00519397,2016-06-21,80.0
39,USC00519397,2016-06-22,79.0
40,USC00519397,2016-06-23,79.0
41,USC00519397,2016-06-24,77.0
42,USC00519397,2016-06-25,78.0
43,USC00519397,2016-06-26,79.0
44,USC00519397,2016-06-27,80.0
45,USC00519397,2016-06-28,76.0
46,USC00519397,2016-06-29,79.0
47,USC00519397,2016-06-30,80.0
48,USC00519397,2016-07-01,79.0
49,USC00519397,2016-07-02,79.0
50,USC00519397,2016-07-03,77.0
51,USC00519397,2016-07-04,79.0
52,USC00519397,2016-07-05,78.0
53,USC00519397,2016-07-06,78.0
54,USC00519397,2016-07-07,80.0
55,USC00519397,2016-07-08,80.0
56,USC00519397,2016-07-09,80.0
57,USC00519397,2016-07-10,78.0
58,USC00519397,2016-07-11,72.0
59,USC00519397,2016-07-12,80.0
60,USC00519397,2016-07-13,79.0
61,USC00519397,2016-07-14,79.0
62,USC00519397,2016-07-15,78.0
63,USC00519397,2016-07-16,78.0
64,USC00519397,2016-07-17,78.0
65,USC00519397,2016-07-18,76.0
66,USC00519397,2016-07-19,78.0
67,USC00519397,2016-07-20,78.0
68,USC00519397,2016-07-21,78.0
69,USC00519397,2016-07-22,76.0
70,USC00519397,2016-07-23,78.0
71,USC00519397,2016-07-24,79.0
72,USC00519397,2016-07-25,78.0
73,USC00519397,2016-07-26,80.0
74,USC00519397,2016-07-27,80.0
75,USC00519397,2016-07-28,80.0
76,USC00519397,2016-07-29,79.0
77,USC00519397,2016-07-30,78.0
78,USC00519397,2016-07-31,76.0
79,USC00519397,2016-08-01,77.0
80,USC00519397,2016-08-02,78.0
81,USC00519397,2016-08-03,80.0
82,USC00519397,2016-08-04,80.0
83,USC00519397,2016-08-05,80.0
84,USC00519397,2016-08-06,80.0
85,USC00519397,2016-08-07,77.0
86,USC00519397,2016-08-08,81.0
87,USC00519397,2016-08-09,80.0
88,USC00519397,2016-08-10,80.0
89,USC00519397,2016-08-11,80.0
90,USC00519397,2016-08-12,79.0
91,USC00519397,2016-08-13,79.0
92,USC00519397,2016-08-14,79.0
93,USC00519397,2016-08-15,79.0
94,USC00519397,2016-08-16,80.0
95,USC00519397,2016-08-17,78.0
96,USC00519397,2016-08-18,80.0
97,USC00519397,2016-08-19,77.0
98,USC00519397,2016-08-20,80.0
99,USC00519397,2016-08-21,76.0
100,USC00519397,2016-08-22,77.0
101,USC00519397,2016-08-23,81.0
102,USC00519397,2016-08-24,79.0
103,USC00519397,2016-08-25,80.0
104,USC00519397,2016-08-26,79.0
105,USC00519397,2016-08-27,77.0
106,USC00519397,2016-08-28,78.0
107,USC00519397,2016-08-29,78.0
108,USC00519397,2016-08-30,79.0
109,USC00519397,2016-08-31,80.0
110,USC00519397,2016-09-01,81.0
111,USC00519397,2016-09-02,80.0
112,USC00519397,2016-09-03,79.0
113,USC00519397,2016-09-04,75.0
114,USC00519397,2016-09-05,79.0
115,USC00519397,2016-09-06,76.0
116,USC00519397,2016-09-07,76.0
117,USC00519397,2016-09-08,80.0
118,USC00519397,2016-09-09,79.0
119,USC00519397,2016-09-10,78.0
120,USC00519397,2016-09-11,76.0
121,USC00519397,2016-09-12,78.0
122,USC00519397,2016-09-13,78.0
123,USC00519397,2016-09-14,75.0
124,USC00519397,2016-09-15,79.0
125,USC00519397,2016-09-16,80.0
126,USC00519397,2016-09-17,79.0
127,USC00519397,2016-09-18,81.0
128,USC00519397,2016-09-19,77.0
129,USC00519397,2016-09-20,77.0
130,USC00519397,2016-09-21,78.0
131,USC00519397,2016-09-22,76.0
132,USC00519397,2016-09-23,82.0
133,USC00519397,2016-09-24,81.0
134,USC00519397,2016-09-25,78.0
135,USC00519397,2016-09-26,80.0
136,USC00519397,2016-09-27,80.0
137,USC00519397,2016-09-28,79.0
138,USC00519397,2016-09-29,80.0
139,USC00519397,2016-09-30,80.0
140,USC00519397,2016-10-01,80.0
141,USC00519397,2016-10-02,79.0
142,USC00519397,2016-10-03,79.0
143,USC00519397,2016-10-04,79.0
144,USC00519397,2016-10-05,80.0
145,USC00519397,2016-10-06,80.0
146,USC00519397,2016-10-07,79.0
147,USC00519397,2016-10-08,78.0
148,USC00519397,2016-10-09,76.0
149,USC00519397,2016-10-10,75.0
150,USC00519397,2016-10-11,80.0
151,USC00519397,2016-10-12,80.0
152,USC00519397,2016-10-13,79.0
153,USC00519397,2016-10-14,80.0
154,USC00519397,2016-10-15,79.0
155,USC00519397,2016-10-16,78.0
156,USC00519397,2016-10-17,78.0
157,USC00519397,2016-10-18,80.0
158,USC00519397,2016-10-19,81.0
159,USC00519397,2016-10-20,79.0
160,USC00519397,2016-10-21,77.0
161,USC00519397,2016-10-22,79.0
162,USC00519397,2016-10-23,78.0
163,USC00519397,2016-10-24,77.0
164,USC00519397,2016-10-25,77.0
165,USC00519397,2016-10-26,78.0
166,USC00519397,2016-10-27,77.0
167,USC00519397,2016-10-28,78.0
168,USC00519397,2016-10-29,77.0
169,USC00519397,2016-10-30,76.0
170,USC00519397,2016-10-31,77.0
171,USC00519397,2016-11-01,77.0
172,USC00519397,2016-11-02,77.0
173,USC00519397,2016-11-03,77.0
174,USC00519397,2016-11-04,77.0
175,USC00519397,2016-11-05,76.0
176,USC00519397,2016-11-06,75.0
177,USC00519397,2016-11-07,71.0
178,USC00519397,2016-11-08,71.0
179,USC00519397,2016-11-09,71.0
180,USC00519397,2016-11-10,71.0
181,USC00519397,2016-11-11,72.0
182,USC00519397,2016-11-12,71.0
183,USC00519397,2016-11-13,72.0
184,USC00519397,2016-11-14,77.0
185,USC00519397,2016-11-15,77.0
186,USC00519397,2016-11-16,77.0
187,USC00519397,2016-11-17,77.0
188,USC00519397,2016-11-18,77.0
189,USC00519397,2016-11-19,75.0
190,USC00519397,2016-11-20,76.0
191,USC00519397,2016-11-21,76.0
192,USC00519397,2016-11-22,75.0
193,USC00519397,2016-11-23,72.0
194,USC00519397,2016-11-24,74.0
195,USC00519397,2016-11-25,75.0
196,USC00519397,2016-11-26,73.0
197,USC00519397,2016-11-27,76.0
198,USC00519397,2016-11-28,75.0
199,USC00519397,2016-11-29,68.0
200,USC00519397,2016-11-30,75.0
201,USC00519397,2016-12-01,75.0
202,USC00519397,2016-12-02,72.0
203,USC00519397,2016-12-03,69.0
204,USC00519397,2016-12-04,71.0
205,USC00519397,2016-12-05,68.0
206,USC00519397,2016-12-06,67.0
207,USC00519397,2016-12-07,69.0
208,USC00519397,2016-12-08,73.0
209,USC00519397,2016-12-09,70.0
210,USC00519397,2016-12-10,70.0
211,USC00519397,2016-12-11,70.0
212,USC00519397,2016-12-12,66.0
213,USC00519397,2016-12-13,67.0
214,USC00519397,2016-12-14,70.0
215,USC00519397,2016-12-15,66.0
216,USC00519397,2016-12-16,62.0
217,USC00519397,2016-12-17,71.0
218,USC00519397,2016-12-18,73.0
219,USC00519397,2016-12-19,69.0
220,USC00519397,2016-12-20,77.0
221,USC00519397,2016-12-21,74.0
222,USC00519397,2016-12-22,71.0
223,USC00519397,2016-12-23,72.0
224,USC00519397,2016-12-24,74.0
225,USC00519397,2016-12-25,74.0
226,USC00519397,2016-12-26,74.0
227,USC00519397,2016-12-27,74.0
228,USC00519397,2016-12-28,71.0
229,USC00519397,2016-12-29,73.0
230,USC00519397,2016-12-30,69.0
231,USC00519397,2016-12-31,66.0
232,USC00519397,2017-01-01,62.0
233,USC00519397,2017-01-02,66.0
234,USC00519397,2017-01-03,63.0
235,USC00519397,2017-01-04,62.0
236,USC00519397,2017-01-05,63.0
237,USC00519397,2017-01-06,64.0
238,USC00519397,2017-01-07,66.0
239,USC00519397,2017-01-08,60.0
240,USC00519397,2017-01-09,64.0
241,USC00519397,2017-01-10,63.0
242,USC00519397,2017-01-11,78.0
243,USC00519397,2017-01-12,67.0
244,USC00519397,2017-01-13,67.0
245,USC00519397,2017-01-14,65.0
246,USC00519397,2017-01-15,66.0
247,USC00519397,2017-01-16,67.0
248,USC00519397,2017-01-17,66.0
249,USC00519397,2017-01-18,72.0
250,USC00519397,2017-01-19,73.0
251,USC00519397,2017-01-20,71.0
252,USC00519397,2017-01-21,72.0
253,USC00519397,2017-01-22,72.0
254,USC00519397,2017-01-23,72.0
255,USC00519397,2017-01-24,69.0
256,USC00519397,2017-01-25,72.0
257,USC00519397,2017-01-26,71.0
258,USC00519397,2017-01-27,65.0
259,USC00519397,2017-01-28,64.0
260,USC00519397,2017-01-29,67.0
261,USC00519397,2017-01-30,67.0
262,USC00519397,2017-01-31,68.0
263,USC00519397,2017-02-01,70.0
264,USC00519397,2017-02-02,61.0
265,USC00519397,2017-02-03,65.0
266,USC00519397,2017-02-04,72.0
267,USC00519397,2017-02-05,73.0
268,USC00519397,2017-02-06,76.0
269,USC00519397,2017-02-07,64.0
270,USC00519397,2017-02-08,62.0
271,USC00519397,2017-02-09,61.0
272,USC00519397,2017-02-10,71.0
273,USC00519397,2017-02-11,69.0
274,USC00519397,2017-02-12,68.0
275,USC00519397,2017-02-13,74.0
276,USC00519397,2017-02-14,75.0
277,USC00519397,2017-02-15,75.0
278,USC00519397,2017-02-16,71.0
279,USC00519397,2017-02-17,71.0
280,USC00519397,2017-02-18,68.0
281,USC00519397,2017-02-19,69.0
282,USC00519397,2017-02-20,71.0
283,USC00519397,2017-02-21,70.0
284,USC00519397,2017-02-22,72.0
285,USC00519397,2017-02-23,74.0
286,USC00519397,2017-02-24,70.0
287,USC00519397,2017-02-25,64.0
288,USC00519397,2017-02-26,65.0
289,USC00519397,2017-02-27,72.0
290,USC00519397,2017-02-28,74.0
291,USC00519397,2017-03-01,66.0
292,USC00519397,2017-03-02,73.0
293,USC00519397,2017-03-03,69.0
294,USC00519397,2017-03-04,74.0
295,USC00519397,2017-03-05,71.0
296,USC00519397,2017-03-06,69.0
297,USC00519397,2017-03-07,68.0
298,USC00519397,2017-03-08,71.0
299,USC00519397,2017-03-09,72.0
300,USC00519397,2017-03-10,68.0
301,USC00519397,2017-03-11,71.0
302,USC00519397,2017-03-12,74.0
303,USC00519397,2017-03-13,71.0
304,USC00519397,2017-03-14,71.0
305,USC00519397,2017-03-15,71.0
306,USC00519397,2017-03-16,70.0
307,USC00519397,2017-03-17,72.0
308,USC00519397,2017-03-18,69.0
309,USC00519397,2017-03-19,73.0
310,USC00519397,2017-03-20,75.0
311,USC00519397,2017-03-21,75.0
312,USC00519397,2017-03-22,74.0
313,USC00519397,2017-03-23,70.0
314,USC00519397,2017-03-24,73.0
315,USC00519397,2017-03-25,76.0
316,USC00519397,2017-03-26,76.0
317,USC00519397,2017-03-27,75.0
318,USC00519397,2017-03-28,77.0
319,USC00519397,2017-03-29,76.0
320,USC00519397,2017-03-30,77.0
321,USC00519397,2017-03-31,76.0
322,USC00519397,2017-04-01,76.0
323,USC00519397,2017-04-02,76.0
324,USC00519397,2017-04-03,77.0
325,USC00519397,2017-04-04,76.0
326,USC00519397,2017-04-05,78.0
327,USC00519397,2017-04-06,77.0
328,USC00519397,2017-04-07,77.0
329,USC00519397,2017-04-08,77.0
330,USC00519397,2017-04-09,72.0
331,USC00519397,2017-04-10,75.0
332,USC00519397,2017-04-11,79.0
333,USC00519397,2017-04-12,78.0
334,USC00519397,2017-04-13,77.0
